0.0077,0.0000,0.0000,43.0777
0.0078,0.0000,0.0000,43.8547
0.0079,0.0000,0.0000,44.5787
0.0079,0.0000,0.0000,45.2719
0.0079,0.0000,0.0000,46.0318
0.0078,0.0000,0.0000,46.7090
0.0079,0.0000,0.0000,47.4859
0.0077,0.0000,0.0000,48.2519
0.0079,0.0000,0.0000,49.0278
0.0079,0.0000,0.0000,49.7938
0.0078,0.0000,0.0000,50.6644
0.0077,0.0000,0.0000,51.4404
0.0078,0.0000,0.0000,52.1584
0.0078,0.0000,0.0000,53.4430
0.0079,0.0000,0.0000,54.7934
0.0077,0.0000,0.0000,56.1917
0.0078,0.0000,0.0000,57.2997
0.0080,0.0000,0.0000,58.1490
0.0078,0.0000,0.0000,58.8968
0.0076,0.0000,0.0000,59.6367
0.0078,0.0000,0.0000,60.4046
0.0077,0.0000,0.0000,61.1816
0.0079,0.0000,0.0000,61.9590
0.0076,0.0000,0.0000,62.6925
0.0079,0.0000,0.0000,63.5019
0.0077,0.0000,0.0000,64.2977
0.0079,0.0000,0.0000,65.0678
0.0077,0.0000,0.0000,65.8229
0.0079,0.0000,0.0000,66.5610
0.0077,0.0000,0.0000,67.3230
0.0077,0.0000,0.0000,68.0875
0.0077,0.0000,0.0000,68.8985
0.0079,0.0000,0.0000,69.6465
0.0077,0.0000,0.0000,70.3733
0.0080,0.0000,0.0000,71.2034
0.0076,0.0000,0.0000,71.9565
0.0078,0.0000,0.0000,72.7729
0.0077,0.0000,0.0000,73.5750
0.0079,0.0000,0.0000,74.3170
0.0079,0.0000,0.0000,75.1205
0.0078,0.0000,0.0000,75.8455
0.0077,0.0000,0.0000,76.6091
0.0076,0.0000,0.0000,77.4773
0.0078,0.0000,0.0000,78.2738
0.0078,0.0000,0.0000,79.0626
0.0079,0.0000,0.0000,79.9244
0.0077,0.0000,0.0000,80.7636
0.0078,0.0000,0.0000,81.5577
0.0078,0.0000,0.0000,82.2767
0.0078,0.0000,0.0000,83.1091
0.0077,0.0000,0.0000,83.8701
0.0079,0.0000,0.0000,84.6189
0.0075,0.0000,0.0000,85.4108
0.0078,0.0000,0.0000,86.1754
0.0077,0.0000,0.0000,86.9823
0.0077,0.0000,0.0000,87.8106
0.0079,0.0000,0.0000,88.5946
0.0077,0.0000,0.0000,89.3678
0.0077,0.0000,0.0000,90.1667
0.0078,0.0000,0.0000,90.9454
0.0076,0.0000,0.0000,91.7619
0.0077,0.0000,0.0000,92.5400
0.0077,0.0000,0.0000,93.3674
0.0077,0.0000,0.0000,94.1055
0.0078,0.0000,0.0000,94.8522
0.0077,0.0000,0.0000,95.6357
0.0078,0.0000,0.0000,96.3468
0.0077,0.0000,0.0000,97.1406
0.0078,0.0000,0.0000,97.8840
0.0078,0.0000,0.0000,98.6469
0.0078,0.0000,0.0000,99.3790
0.0077,0.0000,0.0000,100.1271
0.0079,0.0000,0.0000,100.8993
0.0077,0.0000,0.0000,101.6319
0.0078,0.0000,0.0000,102.3966
0.0076,0.0000,0.0000,103.1435
0.0076,0.0000,0.0000,103.9623
0.0078,0.0000,0.0000,104.7167
0.0078,0.0000,0.0000,105.4382
0.0077,0.0000,0.0000,106.1988
0.0078,0.0000,0.0000,106.9289
0.0079,0.0000,0.0000,107.6876
0.0075,0.0000,0.0000,108.4399
0.0077,0.0000,0.0000,109.1801
0.0077,0.0000,0.0000,109.9391
0.0077,0.0000,0.0000,110.6574
0.0078,0.0000,0.0000,111.4632
0.0076,0.0000,0.0000,112.2202
0.0079,0.0000,0.0000,113.0041
0.0075,0.0000,0.0000,113.8666
0.0075,0.0000,0.0000,114.6769
0.0079,0.0000,0.0000,115.4356
0.0077,0.0000,0.0000,116.2325
0.0076,0.0000,0.0000,117.0051
0.0079,0.0000,0.0000,117.7985
0.0077,0.0000,0.0000,118.5212
0.0079,0.0000,0.0000,119.2742
0.0076,0.0000,0.0000,120.0202
0.0080,0.0000,0.0000,120.7383
0.0073,0.0000,0.0000,121.5015
0.0080,0.0000,0.0000,122.2216
0.0079,0.0000,0.0000,122.9546
0.0078,0.0000,0.0000,123.6926
0.0075,0.0000,0.0000,124.4648
0.0078,0.0000,0.0000,125.2802
0.0077,0.0000,0.0000,125.9973
0.0077,0.0000,0.0000,126.7657
0.0077,0.0000,0.0000,127.4859
0.0078,0.0000,0.0000,128.2598
0.0077,0.0000,0.0000,129.0729
0.0077,0.0000,0.0000,129.8080
0.0075,0.0000,0.0000,130.6159
0.0078,0.0000,0.0000,131.3699
0.0077,0.0000,0.0000,132.1441
0.0076,0.0000,0.0000,132.9560
0.0077,0.0000,0.0000,133.7243
0.0077,0.0000,0.0000,134.4562
0.0078,0.0000,0.0000,135.1975
0.0078,0.0000,0.0000,136.0605
0.0077,0.0000,0.0000,136.8204
0.0076,0.0000,0.0000,137.5425
0.0075,0.0000,0.0000,138.3115
0.0076,0.0000,0.0000,139.0136
0.0077,0.0000,0.0000,139.7804
0.0078,0.0000,0.0000,140.5017
0.0075,0.0000,0.0000,141.2317
0.0078,0.0000,0.0000,142.0680
0.0078,0.0000,0.0000,142.7996
0.0076,0.0000,0.0000,143.5600
0.0077,0.0000,0.0000,144.2995
0.0077,0.0000,0.0000,145.0815
0.0076,0.0000,0.0000,145.9070
0.0077,0.0000,0.0000,146.6466
0.0079,0.0000,0.0000,147.3955
0.0077,0.0000,0.0000,148.1874
0.0077,0.0000,0.0000,148.9764
0.0075,0.0000,0.0000,149.7899
0.0080,0.0000,0.0000,150.6881
0.0077,0.0000,0.0000,151.4750
0.0076,0.0000,0.0000,152.3799
0.0077,0.0000,0.0000,153.2795
0.0078,0.0000,0.0000,154.2345
0.0077,0.0000,0.0000,155.2929
0.0078,0.0000,0.0000,156.6775
0.0080,0.0000,0.0000,157.6200
0.0078,0.0000,0.0000,158.4275
0.0075,0.0000,0.0000,159.2543
0.0076,0.0000,0.0000,160.1423
0.0077,0.0000,0.0000,161.0219
0.0075,0.0000,0.0000,161.9134
0.0076,0.0000,0.0000,162.6440
0.0075,0.0000,0.0000,163.4046
0.0078,0.0000,0.0000,164.1661
0.0078,0.0000,0.0000,164.9160
0.0077,0.0000,0.0000,165.7713
0.0076,0.0000,0.0000,166.5114
0.0077,0.0000,0.0000,167.3060
0.0076,0.0000,0.0000,168.1417
0.0079,0.0000,0.0000,168.9098
0.0076,0.0000,0.0000,169.6548
0.0077,0.0000,0.0000,170.4200
0.0076,0.0000,0.0000,171.1999
0.0076,0.0000,0.0000,171.9970
0.0075,0.0000,0.0000,172.7849
0.0077,0.0000,0.0000,173.5963
0.0077,0.0000,0.0000,174.3782
0.0077,0.0000,0.0000,175.1705
0.0076,0.0000,0.0000,176.0143
0.0076,0.0000,0.0000,176.7745
0.0078,0.0000,0.0000,177.6182
0.0074,0.0000,0.0000,178.5095
0.0077,0.0000,0.0000,179.2696
0.0077,0.0000,0.0000,179.9996
0.0076,0.0000,0.0000,180.7182
0.0075,0.0000,0.0000,181.4901
0.0077,0.0000,0.0000,182.1922
0.0075,0.0000,0.0000,182.9621
0.0076,0.0000,0.0000,183.7400
0.0078,0.0000,0.0000,184.5137
0.0075,0.0000,0.0000,185.3726
0.0078,0.0000,0.0000,186.0898
0.0077,0.0000,0.0000,186.8401
0.0076,0.0000,0.0000,187.5698
